10|05|A|Includes Machine Guns; Brushes, Machine Gun and Pistol.|Excludes Turrets, Aircraft.||Guns, through 30mm|2001169|
49|15|A|Includes: Maintenance platforms used during repair or overhaul; Test Stands and Test Equipment specially designed for maintenance and repair of ship components such as: engines, outboard motors, propulsion shafts, propellers, steering gears, rudders and sails.|Excludes: Hand Tools (FSG 51); Basic types of electrical and electronic test instruments, including those specifically designed, such as ammeters, voltmeters, ohmmeters, multimeters, and similar instruments (See FSC 6625).||SHIP MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT|2024103|
49|20|A|Includes Maintenance stands designed for support of aircraft assemblies during repair or overhaul; Test Stands and Test Equipment specially designed for maintenance and repair of aircraft components such as: engines, generators, hydraulic systems, armament, automatic pilot, fire control, flight control, and navigational systems.|Excludes Hand Tools; Airfield Maintenance Platforms; Basic types of electrical and electronic test instruments, including those specially designed, such as ammeters, voltmeters ohmmeters, multimeters, and similar instruments, as shown in the indexes to the FSC; Test Apparatus used for both communications and other electrical and electronic equipment.||Aircraft Maintenance and Repair Shop Specialized Equipment|1974091|
49|21|A|Includes Specially designed maintenance, test, checkout, and repair shop specialized equipment for maintenance and repair of torpedoes, torpedo components; adapters, fixtures, inspection and holding fixtures, leveling jack assemblies, fuel filling and syphon assemblies, control surface adapter and protractor assemblies, afterbody cradle adapter and tilting mount assemblies, pressure air heater assemblies, motor drier and puller assemblies, test stand levels and stands for overhaul, maintenance, test, checkout, and repair of torpedo and torpedo components, test panels, fixtures, and test sets for electrical circuits, firing circuits and torpedo test sets.|Excludes Specially designed maintenance test, checkout and repair shop specialized equipment for maintenance and repair of ammunition, guided missiles, rockets, fire control, space vehicles, underwater mines, depth charges and nuclear ordnance. Also excludes "basic" types of electrical and electronic test instruments, such as ammeters, voltmeters, ohmmeters, multimeters, galvanometers and similar instruments.||Torpedo Maintenance, Repair, and Checkout Specialized Equipment|1974091|
49|23|A|Includes Specially designed maintenance, test, checkout and repair shop specialized equipment for maintenance and repair of depth charges and underwater mines; adapters, inspection, test and holding fixtures; stands for overhaul, maintenance, test, checkout, and repair of underwater mines and depth charges; test fixtures, panels plus assemblies and test sets for leak test, pressure test, firing circuits and timing devices.|Excludes Specially designed maintenance, test, checkout, and repair shop equipment designed for nuclear ordnance, guided missiles, ammunition, torpedoes, rockets, fire control, space vehicles and "basic" types of electrical and electronic test instruments.||Depth Charges and Underwater Mines Maintenance, Repair, and Checkout Specialized Equipment|1974091|
49|25|A|Includes Specially designed maintenance, test, checkout, and repair shop specialized equipment, for maintenance and repair of ammunition items; adapters, ammunition feeders and hoppers; inspection and holding fixtures; linkers, linkers-delinkers, and delinkers to assemble and disassemble ammunition belts; surveillance ovens; explosimeters; primer firing device fixtures; mandrels; repositioning machines; gas bomb service kits; test fixtures; panels; plug assemblies; and test sets for ammunition maintenance, checkout and repair.|Excludes Maintenance, repair, checkout and test equipment specially designed for use with guided missiles, guided missile remote control systems, guided missile systems; fire control; nuclear ordnance; rockets, underwater mines and depth charges; torpedoes; space vehicles and test equipment for aircraft weapon launchers; basic types of electrical and electronic test instruments, such as ammeters, voltmeters, ohmmeters, multimeters, and similar instruments, as shown in the indexes to the FSC.||Ammunition Maintenance, Repair, and Checkout Specialized Equipment|1974091|
49|27|A|Includes Specially designed maintenance, test, checkout, and repair shop specialized equipment for maintenance and repair of rockets and rocket components; rocket maintenance stands; test stands; fixtures; jigs; and shop equipment designed for maintenance and repair of rockets, rocket motors and other rocket components.|Excludes Specially designed maintenance, test, checkout, and repair shop equipment specifically designed for nuclear ordnance, guided missiles, fire control, torpedoes, underwater mines, depth charges, ammunition, space vehicles; test equipment for aircraft rocket launchers and "basic" types of electrical and electronic test instruments, such as ammeters, voltmeters, ohmmeters, multimeters, galvanometers and similar instruments.||Rocket Maintenance, Repair and Checkout Specialized Equipment|1974091|
49|30|A|Includes Hand Grease Guns; Centralized Lubrication Systems; Hydrostatic Lubricators; Oil and Gasoline Dispensing Pumps; Fuel Oil Dispensing Pumps; Hand Oilers; Grease Dispensers; Pressure Gun Attachments; Sight Feed Lubricators.|Excludes Alemite and Lubrication Fittings (FSC 4730).||Lubrication and Fuel Dispensing Equipment|1974091|
49|31|A|Includes Specially Designed Test Equipment, Maintenance Fixtures and Stands.|Excludes Instruments for use on both Fire Control and other Equipment; Airborne Fire Control Maintenance and Repair Shop Equipment.||Fire Control Maintenance and Repair Shop Specialized Equipment|1974091|
49|33|A|Includes Maintenance Stands, Fixtures, and Jigs.|Excludes Atomic Ordnance Maintenance and Repair Shop Specialized Equipment; Airborne Weapons Maintenance and Repair Shop Equipment.||Weapons Maintenance and Repair Shop Specialized Equipment|1974091|
49|35|A|Includes Checkout equipment and test equipment specially designed for use with guided missiles and guided missile remote control systems.|Excludes Specially designed internal (built-in) checkout equipment for guided missile remote control systems; Basic types of electrical and electronic test instruments, including those specially designed, such as ammeters, voltmeters, ohmmeters, multimeters, and similar instruments, as shown in the indexes to the FSC; Test Apparatus used for both communications and other electrical and electronic equipment.||Guided Missile Maintenance, Repair, and Checkout Specialized Equipment|1974091|
49|40|A|Includes Paint Spraying Equipment.|Excludes Hand Tools (FSG 51).||Miscellaneous Maintenance and Repair Shop Specialized Equipment|1974091|
49|60|A|Includes Checkout and Test Equipment specially designed for use with Space Vehicles, including Remote Control Systems.|Excludes Checkout and Test Equipment used with both Guided Missiles and Space Vehicles; Specially designed Internal (Built-in) Checkout Equipment for Remote Control Systems; Basic types of Electrical and Electronic Test Instruments, including those specially designed, such as ammeters, ohmmeters, multimeters, and similar instruments, as shown in the indexes to the FSC.||Space Vehicle Maintenance, Repair, and Checkout Specialized Equipment|1974091|
49|70|A|||Note-Maintenance, test, checkout and repair shop equipment designed to test, maintain, fault isolate and repair multiple guided weapon systems. For equipment designed to be used with only one specific system see the individual FSC indexed (i.e., 4921, 4927, 4935).|Multiple Guided Weapons, Specialized Maintenance and Repair Shop Equipment|1997332|
51|10|A|Includes Chisels; Files; Pipe Cutters; Rasps; Saws; Screw Plates; Axes; Hatchets; Machetes.|||Hand Tools, Edged, Nonpowered|1974091|
51|20|A|Includes Hammers; Picks; Pliers, except pliers for cutting only; Screwdrivers; Shovels; Construction Rakes, Forks and Hoes; Jacks, including Contractors' Jacks; Wrecking Bars; Glue Pots; Blowtorches.|Excludes Craftsman's Measuring Tools; Gardening Rakes, Forks, Hoes, and other Garden Tools.||Hand Tools, Nonedged, Nonpowered|1974091|
51|30|A|Includes Drills; Riveters; Portable Electric Saws; Pneumatic Tools; Abrasive Wheels, Cones, and other Abrasive Attachments for use only on Hand Held Power Tools.|||Hand Tools, Power Driven|1974091|
51|33|A||||Drill Bits, Counterbores, and Countersinks: Hand and Machine|1974091|
51|36|A||Excludes Punching, Stamping, and Marking Dies.||Taps, Dies, and Collets; Hand and Machine|1974091|
51|40|A||||Tool and Hardware Boxes|1974091|
51|80|A|||Note-This class includes sets, kits and outfits consisting of several different items classifiable either in a single class or in several classes. Excluded from this class are sets, kits and outfits consisting of variations (such as size or color) of an item. Classify these items in the same class as the individual item.|Sets, Kits, and Outfits of Hand Tools|1974091|
52|10|A|Includes Calipers; Levels; Micrometers; Plumb Bobs; Precision Tapes; Squares; Angle Gages; Center Gages; Depth Gages; Draw Gages; Drill Point Gages; Fillet and Radius Gages; Glaziers' Gages; Height Gages (Vernier); Planer Gages; Rivet Selector Gages; Saw Tooth Set Gages; Screw Pitch Gages; Surface Gages; Telescoping Gages; Thickness Gages; Tube Bead Gages; Tube Flare Gages; Twist Drill Gages; Twist Drill and Rod Gages; Twist Drill and Tap Gages; Taper-Wire-Thickness Gages; Wire Gages; Tool Setting Planer and Shaper Gages; Gage Blocks.||Note-This class does not include special inspection gages, which are classified in Class 5220.|Measuring Tools, Craftsmen's|1974091|
52|20|A|Includes Go and Not-Go Gages, including Plug, Ring, Snap, Thread, and Length Gages; Profile Gages; Fixture Gages; Special Inspection Gages.||Note-Special inspection gages are included in this class.|Inspection Gages and Precision Layout Tools|1974091|
52|80|A||||Sets, Kits, and Outfits of Measuring Tools|1974091|
53|05|A||||Screws|1974091|
53|06|A||||Bolts|1974091|
53|07|A||||Studs|1974091|
53|10|A|Includes Locknuts; Eye Nuts; Plain Nuts; Castellated Nuts; Wing Nuts; Plate Nuts; Push on Nuts; Concave and Convex Washers; Flat Washers; Keyed Washers; Lock Washers; Shouldered Washers; Split Washers.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |Excludes Bearing Thrust Washers (FSC 3120); Shims (FSC 5365); Ring Spacers (FSC 5365); Plate Spacers (FSC 5365); Lock Rings (FSC 5365).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |Note-Nuts and washers, including specially designed, are to be classified in this FSC. a. Nuts are a small metal block made in a variety of shapes such as square and hexagonal which is drilled and internally threaded. b. Washers are a perforated piece of metal, leather, or other materials of various shapes or forms. They are used primarily as a seat for a bolt, nut, screw, rivet or nail to distribute pressure and prevent endwise motion over an area and/or to prevent movement between two parts by means of restraining features created by the shape of its edges.|Nuts and Washers|1995240|
53|15|A|Includes Dowel Pins, Split Pins; Spikes; Tacks; Nonoffice Type Staples; Machine Keys; Brads; Shouldered Pins; Cotter Pins; Nails.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |Excludes Shafts (FSC 3040); Lock Keys (FSC 5340).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |Note-Nails, machine keys, and pins, including specially designed, will be classified in this FSC. a. Nails are slender, usually pointed fasteners with a head, and designed for insertion by impact. b. Machine keys are items generally inserted between two items, usually in a groove, to prevent relative rotation e.g., shaft and hub. c. Pins are cylindrical items of various materials used to align/attach two or more parts together and may allow for angular movement.|Nails, Machine Keys, and Pins|1995240|
53|20|A||||Rivets|1974091|
53|25|A|Includes Eyelets; Grommets; Aircraft Cowling Fasteners; Textile Fasteners; Retaining Rings; Threaded Inserts.|||Fastening Devices|1997244|
53|30|A|Includes General Purpose Oil Grease, Air, Liquid, Gas, and chemical Seals; Oakum; Prefabricated Gaskets and Seals designed for a single specific application.|Excludes O-Rings (FSC 5331); Bulk material items, such as; Rubber, Cork, and Asbestos Sheets and Strips (FSG 93); Liquid Gasket Materials (RTV, Permatex, etc.) (FSG 80); RFI and EMI Seals and Gaskets (FSC 5999), and all Seal Retainers.|Note-This FSC includes only seals and gaskets designed for standard use. Seals, gaskets and packing are made from materials specifically designed and constructed to resist deterioration from the action of heat, gas, chemicals, liquids, and used to fill a cavity and create a tight seal. Similar materials used to make seals, gaskets, and packing are available in bulk form, refer to FSG 93, FSG 80, and FSG 83.|Packing and Gasket Materials|1997244|
53|31|A||Excludes Packing and Gasket Material (FSC 5330).||O-Ring|1997244|
53|35|A|Includes Insect Screening; Industrial Metal Cloth; Industrial Metal Mesh.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |Excludes Fencing (FSC 5660).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |Note-Metal Screening is a perforated plate or cylinder or a meshed wire fabric usually mounted and used to separate coarse from finer parts.|Metal Screening|1995240|
53|40|A|Includes Access Covers; Bumpers; Casters; Cabinet and Door Hardware; Clevises; Hinges; Latches; Straps and Strapping; Turnbuckles; Webbed Straps.|Excludes Weapons System Hardware (FSC 5342).|Note-Common hardware designed primarily for commercial use will be classified in this FSC. Hardware is the physical, tangible and permanent components of end items that may not be classified elsewhere. It consists also of common items that are commonly used in construction and/or manufacturing (e.g., hinges, door locks).|Hardware, Commercial|1997244|
53|41|C|Includes Angle Brackets; Double Angle Brackets; Mounting Brackets.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |Excludes Corner Braces (FSC 5340); "T" Braces (FSC 5340); Mending Plates (FSC 5340).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |FSC 5341 CANCELLED ON 030608 Brackets|Brackets|1995240|
53|42|A|Includes Adapters; Anchor Plates and Straps; Anodes; Bellows; Couplings; Control Rods; Access Doors; Fairleads; Mounts; Tie Rods; Yokes.|Excludes Commercial Hardware (FSC 5340).|Note-Hardware designed for weapon systems unique applications will be classified in this FSC.|Hardware, Weapon System|1997244|
53|45|A|Includes Abrasive Belts and Belting; Hones; Abrasive Wheels, Multiapplication.|Excludes Dental Abrasives; Abrasive Cones, and other Abrasive Attachments for equipment.||Disks and Stones, Abrasive|1974091|
53|50|A|Includes Cloth; Papers; Powders; Abrasive Polishing Compounds; Metal Finishing Abrasives; Industrial Diamonds; Diamond Dust; Rouge.|||Abrasive Materials|1974091|
53|55|A|Includes Knobs, including Calibrated Knobs; Dials, Scale.|||Knobs and Pointers|1974091|
53|60|A|Includes Compression Springs; Torsion Springs; Leaf Spring Assemblies; Flat Springs; Extension Springs.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |Note-All springs, including specially designed, will be classified in this FSC. A spring is an elastic mechanical device that regains its original shape after being compressed, extended or deflected.|Coil, Flat, Leaf, and Wire Springs|1995240|
53|65|A|Includes Externally Threaded Rings; Keyed and Serrated Lock Rings; Dee Rings; Instrument Retaining Rings; Shim Sets and Assortments; Plate Spacers; Ring Spacers; Sleeve Spacers; Stepped Spacers; Spacer Sets and Assortments; Sleeve Bushings; Machine Threaded Bushings; Machine Threaded Plugs.|Excludes Sleeve Bearings (FSC 3120); Pipe Threaded Plugs (FSC 4730); Piston Rings (FSC 2520, 2805, 2810, 2815, 2825, 2990, 3040, 4310, and 4820); Retaining Rings (FSC 5325); Shim Stock (FSC 9515).|Note-All items, including specially designed, will be  classified in this FSC. a. A bushing is cylindrical in shape, hollow, and designed primarily to be inserted into a hole to reduce the effective inside diameter of the hole, and to protect the body structure about the hole from damage resulting from stress, strain, and vibration. b. A ring is cylindrical in shape, usually flat with a center hole. Rings are multi-applicational. See specific item name for designated usage. c. A shim is a thin, sometimes tapered, piece of material used to fill in space between things. See specific item name for dimensional parameters. d. A spacer is a device for holding two members at a given distance from each other.|Bushings, Rings, Shims, and Spacers|1997244|
54|10|A|Includes Prefabricated Panels; Inflatable Shelters; Metal Screens and Metal Windows.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ||Prefabricated and Portable Buildings|1995181|
54|11|A|Includes Expandable and nonexpandable shelters.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ||Rigid Wall Shelters|1995181|
54|19|A||                                                                                                                                                                                                                                         |Note-Includes Self-Contained habitat, containing facilities normally expected in a "Rest and Recreational" area, such as; billeting, food services, laundry, shower/hygiene services, recreational and support services that enhance morale and welfare.|Collective Modular Support System|1994201|
54|20|A|Includes Special Bridge Erection Equipment; Bridge Floats and Pontoons; Tramways; Trestles.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |Excludes Pontoons and Floating Docks (FSC 1945).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ||Bridges, Fixed and Floating|1995181|
